"strain" "primers" "time" "mean" "sd" "experiment_ID"
"5415" "oRG50_oRG51" 4 0.991163856616572 0.0575776568489627 15
"5415" "oRG52_oRG53" 0 0 0 15
"5415" "oRG52_oRG53" 1 0.078881192560923 0.0149189560136647 15
"5415" "oRG52_oRG53" 2 0.0780910697291701 0.0102631590048192 15
"5415" "oRG52_oRG53" 4 0.124161509414567 0.0167513798512326 15
"5415" "oRG50_oRG51" 0 0 0 16
"5415" "oRG50_oRG51" 1 0.680648881631266 0.112329070027008 16
"5415" "oRG50_oRG51" 2 0.860898557435121 0.0910051954848868 16
"5415" "oRG50_oRG51" 4 0.957575579354683 0.101268589589298 16
"5415" "oRG52_oRG53" 0 0 0 16
"5415" "oRG52_oRG53" 1 0.178815470828165 0.0260209306294216 16
"5415" "oRG52_oRG53" 2 0.110303074535399 0.0115495709602621 16
"5415" "oRG52_oRG53" 4 0.16437999408183 0.0123074605413342 16
"5415" "oRG50_oRG51" 0 0 0 17
"5415" "oRG50_oRG51" 1 0.649446705554434 0.0983145251502552 17
"5415" "oRG50_oRG51" 2 0.774992745741206 0.0675269349111039 17
"5415" "oRG50_oRG51" 4 0.964776908866056 0.0787768329889724 17
"5415" "oRG52_oRG53" 0 0 0 17
"5415" "oRG52_oRG53" 1 0.157798205366879 0.0319794906560858 17
"5415" "oRG52_oRG53" 2 0.115111784537536 0.0153406648596042 17
"5415" "oRG52_oRG53" 4 0.159152032693336 0.0313374830889716 17
"4518-13B" "oRG50_oRG51" 0 0 0 18
"4518-13B" "oRG50_oRG51" 1 0.881143226050899 0.0499130823884717 18
"4518-13B" "oRG50_oRG51" 2 0.990036165311087 0.0681273920330835 18
"4518-13B" "oRG50_oRG51" 4 0.946800203850616 0.0802991012544767 18
"4518-13B" "oRG52_oRG53" 0 0 0 18
"4518-13B" "oRG52_oRG53" 1 0.094719622560105 0.0114335363528575 18
"4518-13B" "oRG52_oRG53" 2 0.195079183051821 0.0117649063404931 18
"4518-13B" "oRG52_oRG53" 4 0.278314577003927 0.0418120618166075 18
"5415" "oRG50_oRG51" 0 0 0 18
"5415" "oRG50_oRG51" 1 0.584686581704087 0.0339467852440756 18
"5415" "oRG50_oRG51" 2 0.848730659721301 0.0375980314947775 18
"5415" "oRG50_oRG51" 4 0.923331497895135 0.127884486226669 18
"5415" "oRG52_oRG53" 0 0 0 18
"5415" "oRG52_oRG53" 1 0.0464680344366027 0.00623821361114075 18
"5415" "oRG52_oRG53" 2 0.0629817717721609 0.00604428254631885 18
"5415" "oRG52_oRG53" 4 0.136824124635035 0.0204909985021101 18
"4518-13B" "oRG50_oRG51" 0 0 0 19
"4518-13B" "oRG50_oRG51" 1 0.880814615002382 0.0267024886498645 19
"4518-13B" "oRG50_oRG51" 2 0.97071339120236 0.0574974550910479 19
"4518-13B" "oRG50_oRG51" 4 0.912590886797455 0.0560585300072171 19
"4518-13B" "oRG52_oRG53" 0 0 0 19
"4518-13B" "oRG52_oRG53" 1 0.0703061576466621 0.00712522641641994 19
"4518-13B" "oRG52_oRG53" 2 0.204626362735008 0.0293195079500978 19
"4518-13B" "oRG52_oRG53" 4 0.313691000150624 0.0358957523907246 19
"5415" "oRG50_oRG51" 0 0 0 19
"5415" "oRG50_oRG51" 1 0.545533786415566 0.123734898206132 19
"5415" "oRG50_oRG51" 2 0.75404536397847 0.0713032682278687 19
"5415" "oRG50_oRG51" 4 0.927228148500231 0.105740968225802 19
"5415" "oRG52_oRG53" 0 0 0 19
"5415" "oRG52_oRG53" 1 0.0979968754961588 0.0263820464307912 19
"5415" "oRG52_oRG53" 2 0.0698941957281117 0.00904432556926994 19
"5415" "oRG52_oRG53" 4 0.132288762465396 0.0200148962634187 19
"4518-13B" "oRG50_oRG51" 0 0 0 20
"4518-13B" "oRG50_oRG51" 1 0.977086584953579 0.0795326212938188 20
"4518-13B" "oRG50_oRG51" 2 0.95666087560556 0.043120170248443 20
"4518-13B" "oRG50_oRG51" 4 0.935118390614175 0.054454042470798 20
"4518-13B" "oRG52_oRG53" 0 0 0 20
"4518-13B" "oRG52_oRG53" 1 0.0979420146191653 0.0251285404376555 20
"4518-13B" "oRG52_oRG53" 2 0.340447003404518 0.0382575810004087 20
"4518-13B" "oRG52_oRG53" 4 0.510030836081607 0.0725441753377289 20
"5415" "oRG50_oRG51" 0 0 0 20
"5415" "oRG50_oRG51" 1 0.530203376777892 0.0639028646579678 20
"5415" "oRG50_oRG51" 2 0.880411778133063 0.10252265291817 20
"5415" "oRG50_oRG51" 4 0.96776522058293 0.05193744371797 20
"5415" "oRG52_oRG53" 0 0 0 20
"5415" "oRG52_oRG53" 1 0.120204823830057 0.0214525135023646 20
"5415" "oRG52_oRG53" 2 0.105210529691722 0.0234359551952649 20
"5415" "oRG52_oRG53" 4 0.137102662572 0.0232375988789164 20
"4518-13B" "oRG50_oRG51" 0 0 NA 21
"4518-13B" "oRG50_oRG51" 1 0.99240157559466 0.0703757671167577 21
"4518-13B" "oRG50_oRG51" 2 0.996441441212652 0.0685215925266173 21
"4518-13B" "oRG50_oRG51" 4 0.967079990871683 0.0410873378456308 21
"4518-13B" "oRG52_oRG53" 0 0 NA 21
"4518-13B" "oRG52_oRG53" 1 0.0551735231316274 0.0113548167413195 21
"4518-13B" "oRG52_oRG53" 2 0.204592111036312 0.0230688067684087 21
"4518-13B" "oRG52_oRG53" 4 0.378204740245448 0.0371107207331136 21
"4518-13B" "oRG50_oRG51" 0 0 NA 22
"4518-13B" "oRG50_oRG51" 1 1.07176103569938 0.0879423534083193 22
"4518-13B" "oRG50_oRG51" 2 1.05439708071885 0.0460668840114368 22
"4518-13B" "oRG50_oRG51" 4 1.06394806279228 0.0464769912963754 22
"4518-13B" "oRG52_oRG53" 0 0 NA 22
"4518-13B" "oRG52_oRG53" 1 0.109676266038458 0.0171284798038948 22
"4518-13B" "oRG52_oRG53" 2 0.242481703201651 0.0233010617858083 22
"4518-13B" "oRG52_oRG53" 4 0.399679615571691 0.0454687980341586 22
"4518-13B" "oRG50_oRG51" 0 0 NA 23
"4518-13B" "oRG50_oRG51" 1 0.813729076841254 0.162426802573045 23
"4518-13B" "oRG50_oRG51" 2 0.920982278971892 0.138764750737566 23
"4518-13B" "oRG50_oRG51" 4 0.886392179447181 0.107993304415092 23
"4518-13B" "oRG52_oRG53" 0 0 NA 23
"4518-13B" "oRG52_oRG53" 1 0.0747171912862704 0.0217978425337621 23
"4518-13B" "oRG52_oRG53" 2 0.126608769176165 0.0340543840919732 23
"4518-13B" "oRG52_oRG53" 4 0.252513055370699 0.0456371645227737 23
"4518-13B" "oRG50_oRG51" 0 0 NA 24
"4518-13B" "oRG50_oRG51" 1 1.03406667271361 0.11364434860804 24
"4518-13B" "oRG50_oRG51" 2 0.960977190273176 0.104884547684765 24
"4518-13B" "oRG50_oRG51" 4 0.944196556504955 0.12652510023477 24
"4518-13B" "oRG52_oRG53" 0 0 NA 24
"4518-13B" "oRG52_oRG53" 1 0.0475944276746998 0.00913367570865343 24
"4518-13B" "oRG52_oRG53" 2 0.16216142934313 0.0318325940219706 24
"4518-13B" "oRG52_oRG53" 4 0.354661269144977 0.0950818220939708 24
