"strain" "primers" "time" "mean" "sd" "experiment_ID"
"5415" "oRG52_oRG53" 4 0.136824124635035 0.0204909985021101 13
"5983" "oRG50_oRG51" 0 0 0 13
"5983" "oRG50_oRG51" 1 1.05098757455971 0.190887047816673 13
"5983" "oRG50_oRG51" 2 1.07084611708408 0.08575094251269 13
"5983" "oRG50_oRG51" 4 1.0093988149775 0.0639742542041199 13
"5983" "oRG52_oRG53" 0 0 0 13
"5983" "oRG52_oRG53" 1 0.102873249137888 0.020427920576607 13
"5983" "oRG52_oRG53" 2 0.151185141836258 0.0186599630068251 13
"5983" "oRG52_oRG53" 4 0.270492939779623 0.0517218128522285 13
"5985" "oRG50_oRG51" 0 0 0 13
"5985" "oRG50_oRG51" 1 0.746888375966695 0.0573566779754017 13
"5985" "oRG50_oRG51" 2 0.915496720541993 0.0282512242226085 13
"5985" "oRG50_oRG51" 4 0.919604898797697 0.0642418788310774 13
"5985" "oRG52_oRG53" 0 0 0 13
"5985" "oRG52_oRG53" 1 0.0897038486952788 0.0104490849859642 13
"5985" "oRG52_oRG53" 2 0.0997997555550775 0.00662341961714922 13
"5985" "oRG52_oRG53" 4 0.255740428998626 0.0224360828024837 13
"5986" "oRG50_oRG51" 0 0 0 13
"5986" "oRG50_oRG51" 1 0.946352711849223 0.070410219996861 13
"5986" "oRG50_oRG51" 2 0.983260797699785 0.0459676551797354 13
"5986" "oRG50_oRG51" 4 0.953655580245757 0.0834263735930743 13
"5986" "oRG52_oRG53" 0 0 0 13
"5986" "oRG52_oRG53" 1 0.0895062462008623 0.0185044119857551 13
"5986" "oRG52_oRG53" 2 0.137661396384553 0.017919476140726 13
"5986" "oRG52_oRG53" 4 0.263570250281389 0.0235114658814853 13
"5987" "oRG50_oRG51" 0 0 0 13
"5987" "oRG50_oRG51" 1 0.995509936739222 0.140733759834545 13
"5987" "oRG50_oRG51" 2 1.00899561171783 0.106599423851275 13
"5987" "oRG50_oRG51" 4 1.03186530777047 0.117602222210263 13
"5987" "oRG52_oRG53" 0 0 0 13
"5987" "oRG52_oRG53" 1 0.142259981124277 0.0241576266894141 13
"5987" "oRG52_oRG53" 2 0.192576107596391 0.0347440911281041 13
"5987" "oRG52_oRG53" 4 0.290603198929779 0.03931278720352 13
"4518-13B" "oRG50_oRG51" 0 0 0 14
"4518-13B" "oRG50_oRG51" 1 0.880814615002382 0.0267024886498645 14
"4518-13B" "oRG50_oRG51" 2 0.97071339120236 0.0574974550910479 14
"4518-13B" "oRG50_oRG51" 4 0.912590886797455 0.0560585300072171 14
"4518-13B" "oRG52_oRG53" 0 0 0 14
"4518-13B" "oRG52_oRG53" 1 0.0703061576466621 0.00712522641641994 14
"4518-13B" "oRG52_oRG53" 2 0.204626362735008 0.0293195079500978 14
